Etiq-Strain+Automat+CG+y
AB073912=swJ570. 3b.JPN.Tochigi.pig(*).CG.2000
KF513640=HEV_EW141. 3e.GBR.hum.2007
KF513641=HEV_EW142. 3e.GBR.hum.2007
KF513642=HEV_EW143. 3e.GBR.hum.2007
KF513643=HEV_EW144. 3e.GBR.hum.2007
KF513644=HEV_EW145. 3e.GBR.hum.2007
KF513645=HEV_EW146. 3f.GBR.hum.2007
KF513646=HEV_EW147. 3e.GBR.hum.2006
KF513647=HEV_EW148. 3e.GBR.hum.2006
KF513648=HEV_EW14. 3f.GBR.hum.2004
KF513649=HEV_EW150. 3e.GBR.hum.2006
KF513650=HEV_EW151. 3e.GBR.hum.2007
KF513651=HEV_EW152. 3e.GBR.hum.2006
KF513652=HEV_EW153. 3e.GBR.hum.2006
KF513653=HEV_EW154. 3e.GBR.hum.2006
KF513654=HEV_EW155. 3e.GBR.hum.2006
KF513655=HEV_EW156. 3e.GBR.hum.2006
KF513656=HEV_EW157. 3e.GBR.hum.2007
KF513657=HEV_EW158. 3e.GBR.hum.2007
KF513658=HEV_EW159. 3e.GBR.hum.2007
KF513659=HEV_EW15. 3e.GBR.hum.2004
KF513660=HEV_EW160. 3e.GBR.hum.2007
KF513661=HEV_EW161. 3e.GBR.hum.2006
KF513662=HEV_EW162. 3e.GBR.hum.2006
KF513663=HEV_EW163. 3c.GBR.hum.2007
KF513664=HEV_EW164. 3e.GBR.hum.2006
KF513665=HEV_EW165. 3e.GBR.hum.2007
KF513666=HEV_EW166. 3e.GBR.hum.2006
KF513667=HEV_EW167. 3e.GBR.hum.2006
KF513668=HEV_EW168. 3f.GBR.hum.2006
KF513669=HEV_EW169. 3f.GBR.hum.2006
KF513670=HEV_EW16. 3e.GBR.hum.2004
KF513671=HEV_EW170. 3e.GBR.hum.2006
KF513672=HEV_EW171. 3e.GBR.hum.2006
KF513673=HEV_EW172. 3e.GBR.hum.2006
KF513674=HEV_EW173. 3e.GBR.hum.2006
KF513675=HEV_EW174. 3e.GBR.hum.2006
KF513676=HEV_EW175. 3e.GBR.hum.2007
KF513677=HEV_EW176. 3e.GBR.hum.2006
KF513678=HEV_EW177. 3e.GBR.hum.2006
KF513679=HEV_EW178. 3e.GBR.hum.2006
KF513680=HEV_EW179. 3e.GBR.hum.2008
KF513681=HEV_EW17. 3f.GBR.hum.2004
KF513682=HEV_EW180. 3e.GBR.hum.2006
KF513683=HEV_EW181. 3e.GBR.hum.2006
KF513684=HEV_EW182. 3e.GBR.hum.2008
KF513685=HEV_EW183. 3e.GBR.hum.2008
KF513686=HEV_EW184. 3e.GBR.hum.2008
KF513687=HEV_EW185. 3e.GBR.hum.2008
KF513688=HEV_EW186. 3e.GBR.hum.2008
KF513689=HEV_EW187. 3c.GBR.hum.2008
KF513690=HEV_EW188. 3c.GBR.hum.2008
KF513691=HEV_EW189. 3c.GBR.hum.2008
KF513692=HEV_EW18. 3e.GBR.hum.2004
KF513693=HEV_EW190. 3f.GBR.hum.2008
KF513694=HEV_EW191. 3f.GBR.hum.2007
KF513695=HEV_EW193. 3e.GBR.hum.2009
KF513696=HEV_EW194. 3e.GBR.hum.2009
KF513697=HEV_EW195. 3c.GBR.hum.2009
KF513698=HEV_EW196. 3f.GBR.hum.2009
KF513699=HEV_EW197. 3e.GBR.hum.2009
KF513700=HEV_EW198. 3e.GBR.hum.2009
KF513701=HEV_EW199. 3c.GBR.hum.2009
KF513702=HEV_EW19. 3e.GBR.hum.2005
KF513703=HEV_EW1. 3f.GBR.hum.2002
KF513704=HEV_EW200. 3c.GBR.hum.2009
KF513705=HEV_EW201. 3e.GBR.hum.2009
KF513706=HEV_EW202. 3e.GBR.hum.2009
KF513707=HEV_EW203. 3c.GBR.hum.2009
KF513708=HEV_EW204. 3e.GBR.hum.2009
KF513709=HEV_EW205. 3.GBR.hum.2009
KF513710=HEV_EW206. 3a.GBR.hum.2009
KF513711=HEV_EW207. 3c.GBR.hum.2009
KF513712=HEV_EW208. 3f.GBR.hum.2009
KF513713=HEV_EW209. 3e.GBR.hum.2009
KF513714=HEV_EW20. 3e.GBR.hum.2005
KF513715=HEV_EW210. 3e.GBR.hum.2009
KF513716=HEV_EW211. 3e.GBR.hum.2009
KF513717=HEV_EW212. 3e.GBR.hum.2009
KF513718=HEV_EW213. 3f.GBR.hum.2009
KF513719=HEV_EW214. 3f.GBR.hum.2009
KF513720=HEV_EW215. 3c.GBR.hum.2009
KF513721=HEV_EW216. 3e.GBR.hum.2009
KF513722=HEV_EW217. 3e.GBR.hum.2009
KF513723=HEV_EW218. 3e.GBR.hum.2009
KF513724=HEV_EW219. 3e.GBR.hum.2009
KF513725=HEV_EW21. 3e.GBR.hum.2005
KF513726=HEV_EW220. 3f.GBR.hum.2009
KF513727=HEV_EW221. 3e.GBR.hum.2009
KF513728=HEV_EW222. 3f.GBR.hum.2009
KF513729=HEV_EW223. 3c.GBR.hum.2009
KF513730=HEV_EW224. 3f.GBR.hum.2009
KF513731=HEV_EW225. 3c.GBR.hum.2010
KF513732=HEV_EW226. 3jab.GBR.hum.2010
KF513733=HEV_EW227. 3e.GBR.hum.2010
KF513734=HEV_EW228. 3c.GBR.hum.2010
KF513735=HEV_EW229. 3e.GBR.hum.2010
KF513736=HEV_EW22. 3e.GBR.hum.2005
KF513737=HEV_EW230. 3chi.GBR.hum.2010
KF513738=HEV_EW231. 3e.GBR.hum.2010
KF513739=HEV_EW232. 3e.GBR.hum.2010
KF513740=HEV_EW233. 3f.GBR.hum.2010
KF513741=HEV_EW234. 3e.GBR.hum.2010
KF513742=HEV_EW235. 3e.GBR.hum.2010
KF513743=HEV_EW236. 3e.GBR.hum.2010
KF513744=HEV_EW237. 3e.GBR.hum.2010
KF513745=HEV_EW238. 3e.GBR.hum.2010
KF513746=HEV_EW239. 3c.GBR.hum.2010
KF513747=HEV_EW23. 3e.GBR.hum.2005
KF513748=HEV_EW240. 3e.GBR.hum.2010
KF513749=HEV_EW241. 3e.GBR.hum.2010
KF513750=HEV_EW242. 3f.GBR.hum.2010
KF513751=HEV_EW243. 3e.GBR.hum.2010
KF513752=HEV_EW244. 3f.GBR.hum.2010
KF513753=HEV_EW245. 3f.GBR.hum.2010
KF513754=HEV_EW246. 3e.GBR.hum.2010
KF513755=HEV_EW247. 3c.GBR.hum.2010
KF513756=HEV_EW248. 3c.GBR.hum.2010
KF513757=HEV_EW249. 3c.GBR.hum.2010
KF513758=HEV_EW24. 3e.GBR.hum.2005
KF513759=HEV_EW250. 3.GBR.hum.2010
KF513760=HEV_EW251. 3e.GBR.hum.2010
KF513761=HEV_EW252. 3f.GBR.hum.2010
KF513762=HEV_EW253. 3c.GBR.hum.2010
KF513763=HEV_EW254. 3c.GBR.hum.2010
KF513764=HEV_EW255. 3e.GBR.hum.2010
KF513765=HEV_EW256. 3a.GBR.hum.2010
KF513766=HEV_EW257. 3f.GBR.hum.2010
KF513767=HEV_EW258. 3e.GBR.hum.2010
KF513768=HEV_EW259. 3e.GBR.hum.2010
KF513769=HEV_EW25. 3e.GBR.hum.2005
KF513770=HEV_EW260. 3f.GBR.hum.2010
KF513771=HEV_EW261. 3f.GBR.hum.2010
KF513772=HEV_EW262. 3e.GBR.hum.2010
KF513773=HEV_EW263. 3c.GBR.hum.2010
KF513774=HEV_EW264. 3c.GBR.hum.2010
KF513775=HEV_EW265. 3c.GBR.hum.2010
KF513776=HEV_EW266. 3c.GBR.hum.2010
KF513777=HEV_EW267. 3c.GBR.hum.2010
KF513778=HEV_EW268. 3e.GBR.hum.2010
KF513779=HEV_EW269. 3e.GBR.hum.2010
KF513780=HEV_EW26. 3e.GBR.hum.2005
KF513781=HEV_EW270. 3e.GBR.hum.2010
KF513782=HEV_EW271. 3c.GBR.hum.2010
KF513783=HEV_EW272. 3c.GBR.hum.2010
KF513784=HEV_EW273. 3chi.GBR.hum.2011
KF513785=HEV_EW274. 3e.GBR.hum.2011
KF513786=HEV_EW275. 3e.GBR.hum.2011
KF513787=HEV_EW276. 3c.GBR.hum.2011
KF513788=HEV_EW277. 3f.GBR.hum.2011
KF513789=HEV_EW278. 3e.GBR.hum.2011
KF513790=HEV_EW279. 3e.GBR.hum.2011
KF513791=HEV_EW27. 3e.GBR.hum.2005
KF513792=HEV_EW280. 3c.GBR.hum.2011
KF513793=HEV_EW281. 3e.GBR.hum.2011
KF513794=HEV_EW282. 3e.GBR.hum.2011
KF513795=HEV_EW283. 3e.GBR.hum.2011
KF513796=HEV_EW284. 3c.GBR.hum.2011
KF513797=HEV_EW285. 3c.GBR.hum.2011
KF513798=HEV_EW286. 3c.GBR.hum.2011
KF513799=HEV_EW287. 3c.GBR.hum.2011
KF513800=HEV_EW288. 3c.GBR.hum.2011
KF513801=HEV_EW289. 3c.GBR.hum.2011
KF513802=HEV_EW28. 3e.GBR.hum.2005
KF513803=HEV_EW290. 3c.GBR.hum.2011
KF513804=HEV_EW291. 3e.GBR.hum.2011
KF513805=HEV_EW292. 3c.GBR.hum.2011
KF513806=HEV_EW293. 3e.GBR.hum.2011
KF513807=HEV_EW294. 3c.GBR.hum.2011
KF513808=HEV_EW295. 3e.GBR.hum.2011
KF513809=HEV_EW296. 3f.GBR.hum.2011
KF513810=HEV_EW297. 3e.GBR.hum.2011
KF513811=HEV_EW298. 3c.GBR.hum.2011
KF513812=HEV_EW299. 3c.GBR.hum.2011
KF513813=HEV_EW29. 3e.GBR.hum.2005
KF513814=HEV_EW2. 3f.GBR.hum.2001
KF513815=HEV_EW300. 3e.GBR.hum.2011
KF513816=HEV_EW301. 3f.GBR.hum.2011
KF513817=HEV_EW302. 3f.GBR.hum.2011
KF513818=HEV_EW303. 3c.GBR.hum.2011
KF513819=HEV_EW304. 3c.GBR.hum.2011
KF513820=HEV_EW305. 3c.GBR.hum.2011
KF513821=HEV_EW306. 3c.GBR.hum.2011
KF513822=HEV_EW307. 3c.GBR.hum.2011
KF513823=HEV_EW308. 3c.GBR.hum.2011
KF513824=HEV_EW309. 3f.GBR.hum.2011
KF513825=HEV_EW30. 3e.GBR.hum.2005
KF513826=HEV_EW310. 3c.GBR.hum.2011
KF513827=HEV_EW311. 3c.GBR.hum.2011
KF513828=HEV_EW312. 3c.GBR.hum.2011
KF513829=HEV_EW313. 3c.GBR.hum.2011
KF513830=HEV_EW314. 3c.GBR.hum.2011
KF513831=HEV_EW315. 3c.GBR.hum.2011
KF513832=HEV_EW316. 3e.GBR.hum.2011
KF513833=HEV_EW317. 3f.GBR.hum.2011
KF513834=HEV_EW318. 3e.GBR.hum.2011
KF513835=HEV_EW319. 3e.GBR.hum.2010
KF513836=HEV_EW31. 3e.GBR.hum.2005
KF513837=HEV_EW320. 3c.GBR.hum.2011
KF513838=HEV_EW321. 3c.GBR.hum.2011
KF513839=HEV_EW322. 3c.GBR.hum.2011
KF513840=HEV_EW323. 3c.GBR.hum.2011
KF513841=HEV_EW324. 3c.GBR.hum.2011
KF513842=HEV_EW325. 3c.GBR.hum.2011
KF513843=HEV_EW326. 3e.GBR.hum.2011
KF513844=HEV_EW327. 3c.GBR.hum.2011
KF513845=HEV_EW328. 3c.GBR.hum.2011
KF513846=HEV_EW329. 3c.GBR.hum.2011
KF513847=HEV_EW32. 3e.GBR.hum.2005
KF513848=HEV_EW330. 3c.GBR.hum.2011
KF513849=HEV_EW331. 3e.GBR.hum.2011
KF513850=HEV_EW332. 3chi.GBR.hum.2011
KF513851=HEV_EW333. 3c.GBR.hum.2011
KF513852=HEV_EW334. 3a.GBR.hum.2011
KF513853=HEV_EW335. 3c.GBR.hum.2011
KF513854=HEV_EW336. 3c.GBR.hum.2011
KF513855=HEV_EW337. 3c.GBR.hum.2011
KF513856=HEV_EW338. 3c.GBR.hum.2011
KF513857=HEV_EW339. 3e.GBR.hum.2011
KF513858=HEV_EW33. 3e.GBR.hum.2005
KF513859=HEV_EW340. 3c.GBR.hum.2011
KF513860=HEV_EW341. 3f.GBR.hum.2011
KF513861=HEV_EW342. 3e.GBR.hum.2011
KF513862=HEV_EW343. 3e.GBR.hum.2011
KF513863=HEV_EW344. 3e.GBR.hum.2011
KF513864=HEV_EW345. 3c.GBR.hum.2011
KF513865=HEV_EW346. 3f.GBR.hum.2011
KF513866=HEV_EW347. 3e.GBR.hum.2011
KF513867=HEV_EW348. 3c.GBR.hum.2011
KF513868=HEV_EW349. 3c.GBR.hum.2011
KF513869=HEV_EW34. 3e.GBR.hum.2005
KF513870=HEV_EW350. 3e.GBR.hum.2011
KF513871=HEV_EW351. 3e.GBR.hum.2011
KF513872=HEV_EW352. 3e.GBR.hum.2011
KF513873=HEV_EW353. 3e.GBR.hum.2011
KF513874=HEV_EW354. 3e.GBR.hum.2012
KF513875=HEV_EW355. 3f.GBR.hum.2011
KF513876=HEV_EW356. 3chi.GBR.hum.2011
KF513877=HEV_EW357. 3e.GBR.hum.2011
KF513878=HEV_EW358. 3e.GBR.hum.2011
KF513879=HEV_EW359. 3c.GBR.hum.2011
KF513880=HEV_EW35. 3e.GBR.hum.2005
KF513881=HEV_EW360. 3e.GBR.hum.2012
KF513882=HEV_EW361. 3e.GBR.hum.2011
KF513883=HEV_EW362. 3c.GBR.hum.2011
KF513884=HEV_EW363. 3c.GBR.hum.2012
KF513885=HEV_EW364. 3c.GBR.hum.2012
KF513886=HEV_EW365. 3c.GBR.hum.2012
KF513887=HEV_EW366. 3e.GBR.hum.2012
KF513888=HEV_EW367. 3c.GBR.hum.2012
KF513889=HEV_EW368. 3e.GBR.hum.2012
KF513890=HEV_EW369. 3e.GBR.hum.2012
KF513891=HEV_EW36. 3e.GBR.hum.2005
KF513892=HEV_EW370. 3c.GBR.hum.2012
KF513893=HEV_EW371. 3f.GBR.hum.2012
KF513894=HEV_EW372. 3e.GBR.hum.2012
KF513895=HEV_EW373. 3a.GBR.hum.2012
KF513896=HEV_EW374. 3c.GBR.hum.2012
KF513897=HEV_EW375. 3c.GBR.hum.2012
KF513898=HEV_EW376. 3c.GBR.hum.2012
KF513899=HEV_EW377. 3e.GBR.hum.2012
KF513900=HEV_EW378. 3c.GBR.hum.2012
KF513901=HEV_EW379. 3e.GBR.hum.2012
KF513902=HEV_EW37. 3e.GBR.hum.2005
KF513903=HEV_EW380. 3c.GBR.hum.2012
KF513904=HEV_EW381. 3c.GBR.hum.2012
KF513905=HEV_EW382. 3e.GBR.hum.2012
KF513906=HEV_EW383. 3f.GBR.hum.2012
KF513907=HEV_EW384. 3c.GBR.hum.2012
KF513908=HEV_EW385. 3e.GBR.hum.2012
KF513909=HEV_EW386. 3c.GBR.hum.2012
KF513910=HEV_EW387. 3c.GBR.hum.2012
KF513911=HEV_EW388. 3e.GBR.hum.2012
KF513912=HEV_EW389. 3c.GBR.hum.2012
KF513913=HEV_EW38. 3e.GBR.hum.2005
KF513914=HEV_EW390. 3c.GBR.hum.2012
KF513915=HEV_EW391. 3c.GBR.hum.2012
KF513916=HEV_EW392. 3e.GBR.hum.2012
KF513917=HEV_EW393. 3c.GBR.hum.2012
KF513918=HEV_EW394. 3c.GBR.hum.2012
KF513919=HEV_EW395. 3c.GBR.hum.2012
KF513920=HEV_EW396. 3c.GBR.hum.2012
KF513921=HEV_EW397. 3c.GBR.hum.2012
KF513922=HEV_EW398. 3c.GBR.hum.2012
KF513923=HEV_EW399. 3f.GBR.hum.2012
KF513924=HEV_EW39. 3e.GBR.hum.2005
KF513925=HEV_EW3. 3e.GBR.hum.2002
KF513926=HEV_EW400. 3c.GBR.hum.2012
KF513927=HEV_EW401. 3c.GBR.hum.2012
KF513928=HEV_EW402. 3e.GBR.hum.2012
KF513929=HEV_EW403. 3f.GBR.hum.2012
KF513930=HEV_EW404. 3c.GBR.hum.2012
KF513931=HEV_EW405. 3c.GBR.hum.2012
KF513932=HEV_EW406. 3f.GBR.hum.2012
KF513933=HEV_EW407. 3c.GBR.hum.2012
KF513934=HEV_EW408. 3c.GBR.hum.2012
KF513935=HEV_EW409. 3c.GBR.hum.2012
KF513936=HEV_EW40. 3e.GBR.hum.2005
KF513937=HEV_EW410. 3c.GBR.hum.2012
KF513938=HEV_EW411. 3c.GBR.hum.2012
KF513939=HEV_EW412. 3f.GBR.hum.2012
KF513940=HEV_EW413. 3e.GBR.hum.2012
KF513941=HEV_EW414. 3a.GBR.hum.2012
KF513942=HEV_EW415. 3c.GBR.hum.2012
KF513943=HEV_EW416. 3c.GBR.hum.2012
KF513944=HEV_EW417. 3e.GBR.hum.2012
KF513945=HEV_EW418. 3chi.GBR.hum.2012
KF513946=HEV_EW419. 3c.GBR.hum.2012
KF513947=HEV_EW41. 3e.GBR.hum.2005
KF513948=HEV_EW420. 3c.GBR.hum.2012
KF513949=HEV_EW421. 3c.GBR.hum.2012
KF513950=HEV_EW422. 3e.GBR.hum.2012
KF513951=HEV_EW423. 3e.GBR.hum.2012
KF513952=HEV_EW424. 3c.GBR.hum.2012
KF513953=HEV_EW425. 3c.GBR.hum.2012
KF513954=HEV_EW426. 3c.GBR.hum.2012
KF513955=HEV_EW427. 3e.GBR.hum.2012
KF513956=HEV_EW428. 3c.GBR.hum.2012
KF513957=HEV_EW429. 3chi.GBR.hum.2012
KF513958=HEV_EW42. 3e.GBR.hum.2005
KF513959=HEV_EW430. 3c.GBR.hum.2012
KF513960=HEV_EW431. 3c.GBR.hum.2012
KF513961=HEV_EW432. 3c.GBR.hum.2012
KF513962=HEV_EW433. 3chi.GBR.hum.2012
KF513963=HEV_EW434. 3f.GBR.hum.2012
KF513964=HEV_EW435. 3e.GBR.hum.2012
KF513965=HEV_EW436. 3c.GBR.hum.2012
KF513966=HEV_EW437. 3c.GBR.hum.2012
KF513967=HEV_EW438. 3e.GBR.hum.2012
KF513968=HEV_EW439. 3c.GBR.hum.2012
KF513969=HEV_EW43. 3f.GBR.hum.2005
KF513970=HEV_EW440. 3c.GBR.hum.2012
KF513971=HEV_EW441. 3c.GBR.hum.2012
KF513972=HEV_EW442. 3c.GBR.hum.2012
KF513973=HEV_EW443. 3c.GBR.hum.2012
KF513974=HEV_EW444. 3c.GBR.hum.2012
KF513975=HEV_EW445. 3c.GBR.hum.2012
KF513976=HEV_EW446. 3c.GBR.hum.2012
KF513977=HEV_EW447. 3e.GBR.hum.2012
KF513978=HEV_EW448. 3c.GBR.hum.2012
KF513979=HEV_EW449. 3e.GBR.hum.2012
KF513980=HEV_EW44. 3e.GBR.hum.2005
KF513981=HEV_EW450. 3c.GBR.hum.2012
KF513982=HEV_EW451. 3c.GBR.hum.2012
KF513983=HEV_EW452. 3e.GBR.hum.2012
KF513984=HEV_EW453. 3c.GBR.hum.2012
KF513985=HEV_EW454. 3c.GBR.hum.2012
KF513986=HEV_EW455. 3f.GBR.hum.2012
KF513987=HEV_EW456. 3c.GBR.hum.2012
KF513988=HEV_EW457. 3c.GBR.hum.2012
KF513989=HEV_EW458. 3c.GBR.hum.2012
KF513990=HEV_EW459. 3f.GBR.hum.2012
KF513991=HEV_EW45. 3e.GBR.hum.2005
KF513992=HEV_EW460. 3c.GBR.hum.2012
KF513993=HEV_EW461. 3c.GBR.hum.2012
KF513994=HEV_EW462. 3c.GBR.hum.2012
KF513995=HEV_EW463. 3c.GBR.hum.2012
KF513996=HEV_EW464. 3f.GBR.hum.2012
KF513997=HEV_EW465. 3c.GBR.hum.2012
KF513998=HEV_EW466. 3c.GBR.hum.2012
KF513999=HEV_EW467. 3c.GBR.hum.2012
KF514000=HEV_EW468. 3c.GBR.hum.2012
KF514001=HEV_EW469. 3c.GBR.hum.2012
KF514002=HEV_EW46. 3e.GBR.hum.2005
KF514003=HEV_EW470. 3c.GBR.hum.2012
KF514004=HEV_EW471. 3c.GBR.hum.2012
KF514005=HEV_EW472. 3f.GBR.hum.2012
KF514006=HEV_EW473. 3c.GBR.hum.2012
KF514007=HEV_EW474. 3c.GBR.hum.2012
KF514008=HEV_EW475. 3c.GBR.hum.2012
KF514009=HEV_EW476. 3e.GBR.hum.2012
KF514010=HEV_EW477. 3c.GBR.hum.2012
KF514011=HEV_EW478. 3e.GBR.hum.2012
KF514012=HEV_EW479. 3e.GBR.hum.2012
KF514013=HEV_EW47. 3e.GBR.hum.2005
KF514014=HEV_EW480. 3c.GBR.hum.2012
KF514015=HEV_EW481. 3f.GBR.hum.2012
KF514016=HEV_EW482. 3c.GBR.hum.2012
KF514017=HEV_EW483. 3e.GBR.hum.2012
KF514018=HEV_EW484. 3e.GBR.hum.2012
KF514019=HEV_EW485. 3e.GBR.hum.2012
KF514020=HEV_EW486. 3e.GBR.hum.2012
KF514021=HEV_EW487. 3c.GBR.hum.2012
KF514022=HEV_EW488. 3c.GBR.hum.2012
KF514023=HEV_EW489. 3e.GBR.hum.2012
KF514024=HEV_EW48. 3e.GBR.hum.2005
KF514025=HEV_EW490. 3c.GBR.hum.2012
KF514026=HEV_EW491. 3e.GBR.hum.2012
KF514027=HEV_EW492. 3c.GBR.hum.2012
KF514028=HEV_EW493. 3c.GBR.hum.2012
KF514029=HEV_EW494. 3c.GBR.hum.2012
KF514030=HEV_EW495. 3c.GBR.hum.2012
KF514031=HEV_EW496. 3e.GBR.hum.2012
KF514032=HEV_EW497. 3c.GBR.hum.2012
KF514033=HEV_EW498. 3c.GBR.hum.2012
KF514034=HEV_EW499. 3f.GBR.hum.2012
KF514035=HEV_EW49. 3e.GBR.hum.2005
KF514036=HEV_EW4. 3e.GBR.hum.2003
KF514037=HEV_EW500. 3c.GBR.hum.2012
KF514038=HEV_EW501. 3e.GBR.hum.2012
KF514039=HEV_EW502. 3c.GBR.hum.2012
KF514040=HEV_EW503. 3e.GBR.hum.2012
KF514041=HEV_EW504. 3e.GBR.hum.2012
KF514042=HEV_EW505. 3c.GBR.hum.2012
KF514043=HEV_EW506. 3c.GBR.hum.2012
KF514044=HEV_EW507. 3e.GBR.hum.2012
KF514045=HEV_EW508. 3f.GBR.hum.2012
KF514046=HEV_EW50. 3e.GBR.hum.2005
KF514047=HEV_EW51. 3e.GBR.hum.2005
KF514048=HEV_EW52. 3e.GBR.hum.2005
KF514049=HEV_EW53. 3e.GBR.hum.2005
KF514050=HEV_EW54. 3e.GBR.hum.2006
KF514051=HEV_EW55. 3e.GBR.hum.2006
KF514052=HEV_EW56. 3e.GBR.hum.2006
KF514053=HEV_EW57. 3e.GBR.hum.2005
KF514054=HEV_EW58. 3e.GBR.hum.2006
KF514055=HEV_EW59. 3e.GBR.hum.2005
KF514056=HEV_EW5. 3e.GBR.hum.2003
KF514057=HEV_EW60. 3e.GBR.hum.2006
KF514058=HEV_EW61. 3e.GBR.hum.2006
KF514059=HEV_EW62. 3e.GBR.hum.2006
KF514060=HEV_EW63. 3e.GBR.hum.2006
KF514061=HEV_EW64. 3e.GBR.hum.2006
KF514062=HEV_EW65. 3e.GBR.hum.2006
KF514063=HEV_EW66. 3e.GBR.hum.2006
KF514064=HEV_EW67. 3e.GBR.hum.2006
KF514065=HEV_EW68. 3e.GBR.hum.2006
KF514066=HEV_EW69. 3e.GBR.hum.2006
KF514067=HEV_EW6. 3e.GBR.hum.2000
KF514068=HEV_EW70. 3e.GBR.hum.2006
KF514069=HEV_EW71. 3e.GBR.hum.2005
KF514070=HEV_EW72. 3e.GBR.hum.2006
KF514071=HEV_EW73. 3e.GBR.hum.2006
KF514072=HEV_EW74. 3e.GBR.hum.2006
KF514073=HEV_EW75. 3e.GBR.hum.2006
KF514074=HEV_EW76. 3e.GBR.hum.2006
KF514075=HEV_EW77. 3e.GBR.hum.2006
KF514076=HEV_EW78. 3e.GBR.hum.2006
KF514077=HEV_EW79. 3e.GBR.hum.2006
KF514078=HEV_EW7. 3e.GBR.hum.2003
KF514079=HEV_EW80. 3e.GBR.hum.2006
KF514080=HEV_EW81. 3e.GBR.hum.2006
KF514081=HEV_EW82. 3e.GBR.hum.2006
KF514082=HEV_EW83. 3e.GBR.hum.2006
KF514083=HEV_EW84. 3e.GBR.hum.2006
KF514084=HEV_EW85. 3e.GBR.hum.2006
KF514085=HEV_EW86. 3e.GBR.hum.2006
KF514086=HEV_EW87. 3e.GBR.hum.2006
KF514087=HEV_EW88. 3f.GBR.hum.2006
KF514088=HEV_EW89. 3e.GBR.hum.2006
KF514089=HEV_EW8. 3e.GBR.hum.2003
KF514090=HEV_EW90. 3e.GBR.hum.2006
KF514091=HEV_EW91. 3e.GBR.hum.2006
KF514092=HEV_EW92. 3e.GBR.hum.2006
KF514093=HEV_EW93. 3e.GBR.hum.2006
KF514094=HEV_EW94. 3e.GBR.hum.2006
KF514095=HEV_EW95. 3e.GBR.hum.2006
KF514096=HEV_EW96. 3e.GBR.hum.2006
KF514097=HEV_EW97. 3a.GBR.hum.2006
KF514098=HEV_EW98. 3e.GBR.hum.2006
KF514099=HEV_EW99. 3e.GBR.hum.2006
KF514100=HEV_EW9. 3e.GBR.hum.2004
KF679999=He_Uy3. 3l.URY.hum.2010
KF680000=He_Uy4. 3l.URY.hum.2010
KF680001=He_Uy16. 1.URY.hum.2010
JQ807505=WS08-047. 3e.DEU.BW,RV.wb.FLI.2008
JQ807504=WS08-047. 3e.DEU.BW,RV.wb.FLI.2008
HE797863=WS08-047. 3e.DEU.BW,RV.wb.FLI.2008
KF951328=AlgSwe2012. .SWE.moose.2012
KJ013414=CHN-BJ-r14(8). Rab.CHN.rabbit.CG.2013
KJ013415=CHN-BJ-r14(9. Rab.CHN.rabbit.CG.2013
KJ155502=KM01. .CHN.pig.CG.2010
KJ496143=DcHEV-178C. 7.ARE.camel.CG.2013
KJ496144=180C. .ARE.camel.CG.2013
KJ496144.=. .chicken
HE797862=WS08-047. 3e.DEU.BW,RV.wb.FLI.2008
JQ807506=WS09-292. 3i.DEU.BW,RT.wb.FLI.2009
KJ547592=huFR_D. 3f.DEU.hum.FUH.2014
KJ547593=huFR_R. 3f.DEU.hum.FUH.2014
JQ807507=WS09-298. 3a.DEU.BW,OG.wb.FLI.2009
KJ873911=FR. 3f.DEU.Freiburg.hum.UMCF.CG.2013
KJ873912=FR. 3f.DEU.Freiburg.hum.UMCF.CG.2013
KJ922010=. .GBR
KJ922011=. .GBR
KJ922012=. .GBR
KJ922013=. .GBR
KJ922014=. .GBR
KJ922015=. .GBR
KJ922016=. .GBR
KJ922017=. .GBR
KJ922018=. .GBR
KM516906=LA-B350. .USA.LA.rat.CG.2003
KR261083=Dj27/89 H844. Rab.DEU.rabbit.FLI.1989
JQ807508=WS09-305. 3a.DEU.BW,OG.wb.FLI.2009
JQ807509=WS09-306. 3a.DEU.BW,OG.wb.FLI.2009
JQ807510=WS09-307. 3a.DEU.BW,OG.wb.FLI.2009
JQ807511=WS09-317. 3a.DEU.BW,EM.wb.FLI.2009
JQ807512=WS09-318. 3i.DEU.BW,EM.wb.FLI.2009
HE797864=WS09-318. 3i.DEU.BW,EM.wb.FLI.2009
JQ807514=WS09-371. 3e.DEU.BW,RV.wb.FLI.2009
M94177=HeBei. 1b.CHN.hum.CG
NC_001434=Xinjiang. 1
NC_018382=BatHEV/BS7/GE/2009. D.DEU.bat.UReg.2009
JQ807513=WS09-371. 3e.DEU.BW,RV.wb.FLI.2009
JQ807516=WS09-371. 3e.DEU.BW,RV.wb.FLI.2009
U22532=Hyderabad. 1a.IND
JQ807515=WS09-371. 3e.DEU.BW,RV.wb.FLI.2009
JQ807519=WS09-377. 3e.DEU.BW,RV.wb.FLI.2009
JQ807518=WS09-377. 3e.DEU.BW,RV.wb.FLI.2009
JQ807517=WS09-377. 3e.DEU.BW,RV.wb.FLI.2009
JQ807521=WS09-377. 3e.DEU.BW,RV.wb.FLI.2009
WS157-10.p13x15=WS157-10. 3i.DEU.MV,Ovp.wb.FLI.2010
WS46_Galle_TV13-13=WS46. 3i.DEU.FLI.CG
WS93_Galle_TV44-10=WS93. 3i.DEU.FLI
